,MAKE,MODEL,YEAR,Recall,Predict_Recall,Probability_Recall,complaint_count,crash_ratio,keybert_safety_score,median_mileage,complaints_first_12m,recall_count,first_complaint_date,shap_keybert_safety_score,shap_median_mileage,shap_complaints_first_12m_ratio
845,TOYOTA,PRIUS PRIME,2024,1,0,0.3585686,12,0,2,3500,5,4,2024-08-01,-1.205136126,0.395708077,-0.212440745
846,TOYOTA,RAV4,2022,1,1,0.845134043,196,0.12244898,38,10000,30,1,2022-03-18,0.954450544,0.32415331,-0.021955104
847,TOYOTA,RAV4,2023,1,1,0.815627158,223,0.161434978,38,20050,29,3,2022-12-29,0.954450544,0.213518633,-0.121258405
848,TOYOTA,RAV4,2024,1,1,0.872555518,237,0.172995781,41,9000,70,3,2023-11-30,1.1344161,0.335161736,0.013881066
849,TOYOTA,RAV4,2025,1,1,0.761935683,88,0.170454545,29,4250,41,3,2025-02-23,0.414553877,0.387451758,-0.078970908
850,TOYOTA,RAV4 PRIME,2022,1,1,0.524742779,28,0.178571429,14,8000,4,3,2022-05-05,-0.485273903,0.346170162,-0.20213078
851,TOYOTA,RAV4 PRIME,2023,1,0,0.498123214,89,0.146067416,18,39000,6,2,2023-04-07,-0.245319828,0.004908966,-0.207382864
852,TOYOTA,RAV4 PRIME,2024,1,1,0.657688854,38,0.157894737,23,8000,12,2,2024-01-17,0.054622765,0.346170162,-0.188067626
853,TOYOTA,SEQUOIA HYBRID,2023,1,1,0.606910282,42,0.023809524,22,21000,7,5,2023-02-02,-0.005365754,0.203060628,-0.203638323
854,TOYOTA,SEQUOIA HYBRID,2024,1,0,0.386895792,47,0,3,3000,21,5,2024-05-06,-1.145147608,0.40121229,-0.15673076
855,TOYOTA,SIENNA HYBRID,2022,1,0,0.338982622,19,0.105263158,7,37000,0,1,2023-10-26,-0.905193533,0.026925818,-0.229850115
856,TOYOTA,SIENNA HYBRID,2023,1,1,0.655507946,74,0.175675676,29,44242,19,1,2022-12-21,0.414553877,-0.052797201,-0.158703822
857,TOYOTA,SIENNA HYBRID,2024,1,1,0.550032195,72,0.055555556,17,18913,20,2,2024-03-11,-0.305308347,0.226035212,-0.160212634
858,TOYOTA,SIENNA HYBRID,2025,1,1,0.722277415,274,0.003649635,22,0,86,4,2024-11-14,-0.005365754,0.434237567,0.08662822
859,TOYOTA,TACOMA,2022,1,1,0.669328147,75,0.2,26,24000,13,3,2022-03-22,0.234588321,0.170035351,-0.139762277
860,TOYOTA,TACOMA,2023,1,1,0.601939505,64,0.09375,21,19140,12,4,2023-04-29,-0.065354272,0.2235363,-0.184915614
861,TOYOTA,TACOMA,2024,1,1,0.790124136,179,0.039106145,32,13652,68,4,2024-05-10,0.594519432,0.28395054,0.006917318
862,TOYOTA,TACOMA,2025,1,1,0.677536564,73,0.123287671,22,4000,40,4,2025-04-02,-0.005365754,0.390203864,-0.082650889
863,TOYOTA,TUNDRA,2022,1,1,0.869872993,603,0.011608624,39,19680,66,13,2022-01-25,1.014439063,0.21759175,0.227518908
864,TOYOTA,TUNDRA,2023,1,1,0.873226851,551,0.016333938,43,27142,88,13,2023-01-19,1.254393137,0.135446878,0.099669555
865,TOYOTA,TUNDRA,2024,1,1,0.863905778,423,0.007092199,40,13900,81,10,2023-12-25,1.074427581,0.28122045,0.052181681
866,TOYOTA,TUNDRA,2025,1,1,0.754273874,191,0.047120419,24,3530.5,109,4,2024-11-26,0.114611284,0.39537232,0.171267775
867,TOYOTA,TUNDRA,2026,0,0,0.424200701,17,0,4,0,11,,2025-11-25,-1.085159089,0.434237567,-0.094917491
868,TOYOTA,VENZA,2022,1,1,0.574531718,73,0.205479452,16,2500,7,1,2022-07-12,-0.365296865,0.406716503,-0.181341279
869,TOYOTA,VENZA,2023,1,1,0.515523886,28,0.571428571,12,1000,9,1,2023-01-28,-0.60525094,0.423229141,-0.196149239
870,TOYOTA,VENZA,2024,1,0,0.490209419,30,0.2,10,2250,19,1,2024-03-21,-0.725227977,0.409468609,-0.163694508
871,TOYOTA,SIENNA,2022,0,1,0.781632516,160,0.05,28,2000,43,,2021-11-08,0.354565358,0.412220716,0.068132733
872,VOLKSWAGEN,ARTEON,2023,1,0,0.379228656,13,0,3,0,1,1,2023-07-30,-1.145147608,0.434237567,-0.222199976
873,VOLKSWAGEN,ATLAS,2022,1,1,0.797442819,258,0.019379845,36,30000,33,7,2022-01-30,0.834473507,0.103984797,-0.00835694
874,VOLKSWAGEN,ATLAS,2023,1,1,0.805763163,157,0.038216561,35,24000,35,5,2022-11-28,0.774484988,0.170035351,0.037904749
875,VOLKSWAGEN,ATLAS,2024,1,1,0.909912776,232,0.051724138,39,8000,74,7,2023-10-06,1.014439063,0.346170162,0.511674623
876,VOLKSWAGEN,ATLAS,2025,1,1,0.675115655,54,0.055555556,15,5550,29,4,2024-12-08,-0.425285384,0.373140805,0.343272796
877,VOLKSWAGEN,ATLAS CROSS SPORT,2022,1,1,0.707967558,112,0.008928571,27,25000,33,7,2021-12-13,0.294576839,0.159026926,-0.00835694
878,VOLKSWAGEN,ATLAS CROSS SPORT,2023,1,0,0.465223764,25,0.12,8,0,8,6,2023-03-31,-0.845205014,0.434237567,-0.168649003
879,VOLKSWAGEN,ATLAS CROSS SPORT,2024,1,1,0.820983212,152,0.013157895,31,10640,46,7,2023-08-29,0.534530914,0.317107918,0.231097695
880,VOLKSWAGEN,ATLAS CROSS SPORT,2025,1,0,0.44362491,26,0,6,13000,12,4,2025-05-02,-0.965182052,0.291128033,0.007304193
881,VOLKSWAGEN,GOLF,2022,0,1,0.757848301,132,0,21,200,84,,2022-03-28,-0.065354272,0.432035882,0.333950693
882,VOLKSWAGEN,GOLF,2023,0,0,0.397397178,22,0,3,0,11,,2022-11-16,-1.145147608,0.434237567,-0.145698586
883,VOLKSWAGEN,GOLF R,2022,1,0,0.363440539,20,0,2,0,0,5,2023-01-14,-1.205136126,0.434237567,-0.229850115
884,VOLKSWAGEN,GOLF R,2024,1,0,0.406072304,16,0,3,0,12,1,2024-05-05,-1.145147608,0.434237567,-0.10960286
885,VOLKSWAGEN,GTI,2022,1,0,0.41431112,47,0,7,9000,2,6,2022-07-02,-0.905193533,0.335161736,-0.216426286
886,VOLKSWAGEN,GTI,2023,1,0,0.363440539,11,0,2,0,0,5,2024-10-29,-1.205136126,0.434237567,-0.229850115
887,VOLKSWAGEN,GTI,2024,1,1,0.596880431,40,0.075,16,5200,17,2,2024-03-19,-0.365296865,0.376993753,-0.059499837
888,VOLKSWAGEN,ID. BUZZ,2025,1,1,0.524034191,12,0.166666667,10,100,9,2,2025-07-28,-0.725227977,0.433136724,-0.051984384
889,VOLKSWAGEN,ID.4,2022,1,1,0.700966663,234,0.128205128,24,5000,22,7,2022-08-12,0.114611284,0.379195439,-0.082187998
890,VOLKSWAGEN,ID.4,2023,1,1,0.931595814,795,0.142138365,37,11000,156,13,2022-11-22,0.894462026,0.313144885,0.963571564
891,VOLKSWAGEN,ID.4,2024,1,1,0.720453717,80,0.05,24,3000,22,8,2024-06-13,0.114611284,0.40121229,-0.009396814
892,VOLKSWAGEN,ID.4,2025,1,0,0.336180173,45,0.377777778,15,132000,28,1,2025-07-24,-0.425285384,-1.018874619,0.323509937
893,VOLKSWAGEN,JETTA,2022,1,1,0.640400284,58,0.017241379,21,3250,5,1,2022-08-03,-0.065354272,0.398460184,-0.196290543
894,VOLKSWAGEN,JETTA,2023,0,1,0.543588403,62,0.048387097,15,11000,10,,2023-04-25,-0.425285384,0.313144885,-0.153348725
895,VOLKSWAGEN,JETTA,2024,0,1,0.583187857,49,0.040816327,18,17600,13,,2024-05-27,-0.245319828,0.240489275,-0.099582255
896,VOLKSWAGEN,JETTA,2025,1,1,0.529060877,26,0.192307692,9,0,13,2,2025-02-25,-0.785216496,0.434237567,0.027067052
897,VOLKSWAGEN,PASSAT,2022,0,0,0.438294541,15,0,7,90,2,,2021-10-18,-0.905193533,0.433246809,-0.216426286
898,VOLKSWAGEN,TAOS,2022,1,1,0.8784334,469,0.017057569,39,20448,81,6,2021-08-11,1.014439063,0.209137279,0.31381495
899,VOLKSWAGEN,TAOS,2023,0,1,0.803786093,157,0.01910828,32,10185,37,,2023-01-14,0.594519432,0.322116752,0.053205027
900,VOLKSWAGEN,TAOS,2024,0,1,0.718074083,68,0.044117647,24,2250,20,,2024-05-10,0.114611284,0.409468609,-0.029438023
901,VOLKSWAGEN,TAOS,2025,1,0,0.349678966,15,0,1,0,0,2,2026-01-28,-1.265124645,0.434237567,-0.229850115
902,VOLKSWAGEN,TIGUAN,2022,1,1,0.854131055,395,0.012658228,38,18250,55,5,2021-12-01,0.954450544,0.233333799,0.139305176
903,VOLKSWAGEN,TIGUAN,2023,1,1,0.528930317,80,0.0375,21,56000,20,1,2023-02-10,-0.065354272,-0.18223427,-0.076847335
904,VOLKSWAGEN,TIGUAN,2024,1,1,0.555013582,72,0.027777778,16,13500,9,2,2024-04-05,-0.365296865,0.285623821,-0.139664674
905,VOLKSWAGEN,TIGUAN,2025,1,1,0.674643025,50,0.02,19,6000,17,2,2025-07-03,-0.18533131,0.368187013,0.106118488
906,VOLKSWAGEN,TIGUAN,2026,0,1,0.821984178,20,0,9,0,18,,2025-12-05,-0.785216496,0.434237567,1.440541097
907,VOLVO,C40BEV,2022,1,0,0.398336539,18,0,4,0,1,2,2022-10-26,-1.085159089,0.434237567,-0.201766052
908,VOLVO,C40BEV,2023,1,1,0.515241726,41,0.097560976,8,11100,16,3,2022-10-03,-0.845205014,0.312044042,0.153860226
909,VOLVO,EX30,2025,1,0,0.394146556,11,0.090909091,3,0,4,3,2025-03-06,-1.145147608,0.434237567,-0.159291808
910,VOLVO,EX90,2025,1,1,0.790455659,95,0,18,597.5,53,3,2025-01-05,-0.245319828,0.427660033,0.705047446
911,VOLVO,S60,2022,1,0,0.451543087,27,0,13,42000,6,4,2022-07-09,-0.545262421,-0.028116311,-0.061345738
912,VOLVO,S60,2024,1,1,0.663765202,31,0.258064516,18,4000,7,3,2023-09-13,-0.245319828,0.390203864,0.094948177
913,VOLVO,XC40,2022,1,1,0.659961878,46,0.086956522,19,7000,10,3,2021-09-24,-0.18533131,0.357178587,0.050990513
914,VOLVO,XC40,2023,1,1,0.723426731,53,0.188679245,23,4500,13,4,2022-12-07,0.054622765,0.384699651,0.081914537
915,VOLVO,XC40,2024,1,1,0.522043974,23,0.391304348,5,8000,12,4,2023-10-16,-1.02517057,0.346170162,0.326946956
916,VOLVO,XC40,2025,1,0,0.389811342,16,0.1875,3,50,3,2,2025-08-18,-1.145147608,0.433687146,-0.176931385
917,VOLVO,XC40 ,2024,1,0,0.391625388,19,0.157894737,4,0,0,4,2025-07-15,-1.085159089,0.434237567,-0.229850115
918,VOLVO,XC60,2022,1,1,0.829286009,110,0.054545455,20,18398.5,45,6,2022-01-12,-0.125342791,0.231699047,1.03393271
919,VOLVO,XC60,2023,1,1,0.780892362,71,0.056338028,19,350,34,5,2022-10-18,-0.18533131,0.430384618,0.58553436
920,VOLVO,XC60,2024,1,1,0.516999563,32,0.25,8,9324,8,2,2023-11-09,-0.845205014,0.331595006,0.141347933
921,VOLVO,XC60,2025,1,0,0.395055806,34,0.088235294,9,66000,25,3,2024-09-11,-0.785216496,-0.292318526,0.211139301
922,VOLVO,XC90,2022,1,1,0.585411952,46,0,14,11200,11,4,2022-07-11,-0.485273903,0.3109432,0.079074576
923,VOLVO,XC90,2023,1,1,0.666626071,69,0,16,6000,20,6,2023-03-14,-0.365296865,0.368187013,0.249787811
924,VOLVO,XC90,2024,1,1,0.694666577,52,0.076923077,16,5500,13,3,2023-10-13,-0.365296865,0.373691226,0.373346712
925,VOLVO,XC90,2025,1,1,0.630117562,33,0.212121212,13,2300,26,2,2024-09-24,-0.545262421,0.408918188,0.228778878
